"filename", "language", "JavaScript", "comment", "blank", "total"
"c:\Users\odinh\pitch-it\Frontend\screens\FeedScreen\components\UpperFilter\styles.js", "JavaScript", 27, 0, 20, 47
"c:\Users\odinh\pitch-it\Frontend\screens\FeedScreen\index.js", "JavaScript", 61, 0, 42, 103
"c:\Users\odinh\pitch-it\Frontend\screens\FeedScreen\styles.js", "JavaScript", 21, 0, 12, 33
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\CreateForumScreen\Button\index.js", "JavaScript", 11, 0, 6, 17
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\CreateForumScreen\Button\styles.js", "JavaScript", 13, 0, 6, 19
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\CreateForumScreen\Header\index.js", "JavaScript", 17, 0, 11, 28
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\CreateForumScreen\Header\styles.js", "JavaScript", 22, 0, 19, 41
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\CreateForumScreen\index.js", "JavaScript", 42, 0, 8, 50
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\CreateForumScreen\styles.js", "JavaScript", 26, 0, 12, 38
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\Feed\index.js", "JavaScript", 81, 0, 30, 111
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\Feed\styles.js", "JavaScript", 0, 0, 1, 1
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\Thread\Body\index.js", "JavaScript", 14, 0, 23, 37
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\Thread\Body\styles.js", "JavaScript", 29, 0, 15, 44
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\Thread\Footer\index.js", "JavaScript", 19, 0, 17, 36
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\Thread\Footer\styles.js", "JavaScript", 26, 0, 12, 38
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\Thread\Header\index.js", "JavaScript", 19, 0, 27, 46
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\Thread\Header\styles.js", "JavaScript", 37, 0, 25, 62
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\Thread\index.js", "JavaScript", 24, 0, 14, 38
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\Thread\styles.js", "JavaScript", 16, 0, 10, 26
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\UpperFilter\index.js", "JavaScript", 22, 0, 21, 43
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\components\UpperFilter\styles.js", "JavaScript", 26, 0, 22, 48
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\index.js", "JavaScript", 30, 0, 25, 55
"c:\Users\odinh\pitch-it\Frontend\screens\ForumScreen\styles.js", "JavaScript", 28, 0, 11, 39
"c:\Users\odinh\pitch-it\Frontend\screens\LoginScreen\components\Button\index.js", "JavaScript", 11, 0, 5, 16
"c:\Users\odinh\pitch-it\Frontend\screens\LoginScreen\components\Button\styles.js", "JavaScript", 13, 0, 6, 19
"c:\Users\odinh\pitch-it\Frontend\screens\LoginScreen\index.js", "JavaScript", 59, 0, 37, 96
"c:\Users\odinh\pitch-it\Frontend\screens\LoginScreen\styles.js", "JavaScript", 22, 0, 9, 31
"c:\Users\odinh\pitch-it\Frontend\screens\ProfileScreen\FloatingContainer\components\ProfileInformation\Footer\index.js", "JavaScript", 113, 0, 64, 177
"c:\Users\odinh\pitch-it\Frontend\screens\ProfileScreen\FloatingContainer\components\ProfileInformation\Footer\styles.js", "JavaScript", 70, 0, 44, 114
"c:\Users\odinh\pitch-it\Frontend\screens\ProfileScreen\FloatingContainer\components\ProfileInformation\Header\index.js", "JavaScript", 52, 0, 30, 82
"c:\Users\odinh\pitch-it\Frontend\screens\ProfileScreen\FloatingContainer\components\ProfileInformation\Header\styles.js", "JavaScript", 62, 0, 39, 101
"c:\Users\odinh\pitch-it\Frontend\screens\ProfileScreen\FloatingContainer\components\ProfileInformation\index.js", "JavaScript", 23, 0, 15, 38
"c:\Users\odinh\pitch-it\Frontend\screens\ProfileScreen\FloatingContainer\components\ProfileInformation\styles.js", "JavaScript", 0, 0, 1, 1
"c:\Users\odinh\pitch-it\Frontend\screens\ProfileScreen\FloatingContainer\index.js", "JavaScript", 45, 0, 23, 68
"c:\Users\odinh\pitch-it\Frontend\screens\ProfileScreen\FloatingContainer\styles.js", "JavaScript", 0, 0, 1, 1
"c:\Users\odinh\pitch-it\Frontend\screens\ProfileScreen\index.js", "JavaScript", 81, 0, 64, 145
"c:\Users\odinh\pitch-it\Frontend\screens\ProfileScreen\styles.js", "JavaScript", 42, 0, 19, 61
"c:\Users\odinh\pitch-it\Frontend\screens\SearchScreen\components\SearchBox\index.js", "JavaScript", 15, 0, 9, 24
"c:\Users\odinh\pitch-it\Frontend\screens\SearchScreen\components\SearchBox\styles.js", "JavaScript", 17, 0, 11, 28
"c:\Users\odinh\pitch-it\Frontend\screens\SearchScreen\components\Users\UserItem\index.js", "JavaScript", 23, 0, 16, 39
"c:\Users\odinh\pitch-it\Frontend\screens\SearchScreen\components\Users\UserItem\styles.js", "JavaScript", 39, 0, 26, 65
"c:\Users\odinh\pitch-it\Frontend\screens\SearchScreen\components\Users\index.js", "JavaScript", 69, 0, 39, 108
"c:\Users\odinh\pitch-it\Frontend\screens\SearchScreen\components\Users\styles.js", "JavaScript", 0, 0, 1, 1
"c:\Users\odinh\pitch-it\Frontend\screens\SearchScreen\index.js", "JavaScript", 50, 0, 31, 81
"c:\Users\odinh\pitch-it\Frontend\screens\SearchScreen\styles.js", "JavaScript", 22, 0, 11, 33
"c:\Users\odinh\pitch-it\Frontend\screens\SigninScreen\components\Button\index.js", "JavaScript", 11, 0, 6, 17
"c:\Users\odinh\pitch-it\Frontend\screens\SigninScreen\components\Button\styles.js", "JavaScript", 13, 0, 6, 19
"c:\Users\odinh\pitch-it\Frontend\screens\SigninScreen\index.js", "JavaScript", 68, 0, 27, 95
"c:\Users\odinh\pitch-it\Frontend\screens\SigninScreen\styles.js", "JavaScript", 19, 0, 5, 24
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\components\CreatorsList\CreatorsView\index.js", "JavaScript", 17, 0, 17, 34
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\components\CreatorsList\CreatorsView\styles.js", "JavaScript", 32, 0, 14, 46
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\components\CreatorsList\index.js", "JavaScript", 70, 0, 35, 105
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\components\CreatorsList\styles.js", "JavaScript", 29, 0, 12, 41
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\components\FeedOrForum\index.js", "JavaScript", 42, 0, 33, 75
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\components\FeedOrForum\styles.js", "JavaScript", 8, 0, 14, 22
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\components\ListTopPictures\Picture\index.js", "JavaScript", 35, 0, 11, 46
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\components\ListTopPictures\Picture\styles.js", "JavaScript", 53, 0, 34, 87
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\components\ListTopPictures\index.js", "JavaScript", 60, 1, 32, 93
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\components\ListTopPictures\styles.js", "JavaScript", 25, 0, 11, 36
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\index.js", "JavaScript", 72, 0, 37, 109
"c:\Users\odinh\pitch-it\Frontend\screens\StartScreen\styles.js", "JavaScript", 22, 0, 11, 33
"Total", "-", 2798, 3, 1776, 4577
